,ID,Items
128,4,NRP2
129,4,SEMA4A
130,4,SEMA6C
131,4,PLXNA3
132,4,SEMA3B
133,5,CFTR
134,5,SLC9A3
135,5,SLC26A5
136,5,SLC26A3
137,5,SLC26A9
138,5,SLC26A6
139,6,CYP51A1
140,6,MSMO1
141,6,SC5D
142,6,SQLE
143,6,TM7SF2
144,6,FAXDC2
145,6,LBR
146,6,NSDHL
147,7,USP28
148,7,HBP1
149,7,KIAA1524
150,7,PARP10
151,7,NR2F1
152,7,MXI1
153,7,ZNF346
154,7,GFI1
155,7,ZBTB17
156,7,PSIP1
157,7,CDCA7L
158,7,FAT1
159,7,FOXR2
160,7,MYC
161,8,PDK4
162,8,DLD
163,8,GCDH
164,8,OGDH
165,8,PDHX
166,8,DHTKD1
167,8,BCKDHA
168,8,DLAT
169,8,ACAD8
170,8,PDPR
171,8,PDHA2
172,8,PDHB
173,8,PDP2
174,8,PPARD
175,8,BCKDHB
176,8,GCSH
177,8,BCAT2
178,8,DLST
179,8,DBT
180,8,PDHA1
181,8,PDK1
182,8,LIPT1
183,8,BCKDK
184,8,SDSL
185,8,PDK2
186,8,ENSG00000255730
187,8,BCAT1
188,8,PPM1K
189,9,USH1C
190,9,TAX1BP3
191,9,SLC4A7
192,9,ANKS4B
193,9,CLRN1
194,9,MYO7B
195,10,RALA
196,10,RALGAPA2
197,10,RALGAPB
198,10,RALB
199,10,MYO1E
200,10,RGL2
201,11,CACNG3
202,11,CACNG1
203,11,GNG11
204,11,CACNG6
205,11,CACNG4
206,11,CACNA1C
207,11,CACNG8
208,11,CACNA1D
209,11,GNG3
210,11,GNG8
211,11,CACNB3
212,11,CACNB2
213,11,CABP4
214,11,CACNA2D1
215,11,CACNA1E
216,11,GNG12
217,11,CACNA1B
218,11,GNG10
219,11,CACNA1F
220,11,GNG7
221,11,CACNA2D4
222,11,CACNG7
223,11,GNG4
224,11,AKAP7
225,11,CACNA2D2
226,11,CACNB4
227,12,DVL2
228,12,NKD1
229,12,PRICKLE2
230,12,NKD2
231,12,TMEM88
232,12,DVL3
233,12,CTHRC1
234,12,DACT1
235,12,FZD6
236,12,FZD5
237,12,FRAT2
238,12,FRAT1
239,12,ROR2
240,12,DVL1
241,12,CCDC88C
242,12,DAAM2
243,12,FZD3
244,13,RPAP3
245,13,PDRG1
246,13,PIH1D1
247,13,WDR92
248,13,UXT
249,13,URI1
250,14,SKAP2
251,14,LCP2
252,14,CLEC4E
253,14,RASGRP1
254,14,FYN
255,14,CD244
256,14,CLEC6A
257,14,ITK
258,14,SH3BP2
259,14,FYB
260,14,CD48
261,15,HOXA11
262,15,TWIST1
263,15,RORA
264,15,ABCA6
265,15,BATF
266,15,RAG1
267,15,CCNG2
268,15,RORC
269,15,BRWD1
270,15,FOXG1
271,15,ZEB1
272,15,PIM1
273,15,FOXO4
274,15,TRIM63
275,15,FOXO1
276,15,FOXO3
277,15,CEBPD
278,15,FBXO32
279,15,RAG2
280,16,TRAPPC6A
281,16,RIN3
282,16,RAB9B
283,16,RIN2
284,16,SBF2
285,16,RAB21
286,16,DENND3
287,16,ALS2
288,16,TRAPPC8
289,16,TRAPPC10
290,16,TRAPPC2L
291,16,TRAPPC1
292,16,RIN1
293,16,RAB8B
294,16,ALS2CL
295,16,TRAPPC12
296,16,TRAPPC6B
297,16,RAB12
298,16,TRAPPC11
299,16,CHM
300,16,RAB5B
301,16,DENND4B
302,16,CHML
303,16,TRAPPC3L
304,16,RGP1
305,16,GDI2
306,16,SBF1
307,16,DENND1C
308,16,TRAPPC9
309,16,GAPVD1
310,16,RAB3IL1
311,16,DENND4A
312,16,DENND6B
313,16,TRAPPC2
314,16,GDI1
315,16,TRAPPC13
316,16,RIC1
317,16,TRAPPC4
318,16,RAB5C
319,16,RAB31
320,16,RINL
321,16,TRAPPC2P1
322,16,TRAPPC5
323,16,DENND4C
324,16,TRAPPC3
325,17,CRY1
326,17,DBP
327,17,BHLHE41
328,17,PER2
329,17,BHLHE40
330,17,ARNTL2
331,17,CCRN4L
332,17,KLF15
333,17,NFIL3
334,17,CLOCK
335,17,RAI1
336,17,CSNK1D
337,17,NPAS2
338,17,FBXL3
339,17,CIPC
340,17,DEC1
341,17,CSNK1E
342,17,ARNTL
343,17,CRY2
344,17,PER3
345,18,STARD3NL
346,18,TMEM97
347,18,OSBPL5
348,18,NPC1
349,18,NPC2
350,19,CD74
351,19,CTSC
352,19,HLA-DOA
353,19,CTSF
354,19,HLA-DQA1
355,19,CTSE
356,19,HLA-DRB1
357,19,HLA-DMA
358,19,HLA-DQA2
359,19,HLA-DQB1
360,19,HLA-DRB5
361,19,HLA-DRA
362,19,DDT
363,19,HLA-DOB
364,19,HLA-DQB2
365,19,BTNL2
366,19,HLA-DPA1
367,19,HLA-DMB
368,19,HLA-DPB1
369,19,ENSG00000248993
370,19,CTSO
371,20,CPA1
372,20,TCN1
373,20,CELA3A
374,20,CTRB2
375,20,CTRB1
376,20,CTRC
377,20,CTRL
378,21,RANBP9
379,21,GID8
380,21,GID4
381,21,RMND5A
382,21,MAEA
383,21,RANBP10
384,21,MKLN1
385,21,WDR26
386,21,ARMC8
387,21,RMND5B
388,22,CD4
389,22,CD82
390,22,SLA2
391,22,ZAP70
392,22,TRAT1
393,22,CD3D
394,22,CD8B
395,22,GRAP2
396,22,CD3E
397,22,CD247
398,22,CD8A
399,22,DBNL
400,22,CD3G
401,22,MAP4K1
402,23,PPP5C
403,23,ZNF350
404,23,UBA2
405,23,PIAS1
406,23,PIAS4
407,23,PATZ1
408,23,SAE1
409,23,UHRF2
410,23,SENP2
411,23,SP3
412,23,HIC1
413,23,SUMO4
414,23,RNF168
415,23,NFATC2IP
416,23,SENP5
417,23,FOXL2
418,23,NR2C1
419,23,UBE2I
420,23,UBL5
421,23,TOPORS
422,23,TOP1
423,23,RWDD3
424,23,ZNF451
425,23,RNF8
426,23,UBL3
427,23,ZBED1
428,23,SUMO1
429,23,PIAS3
430,23,SENP1
431,23,SATB1
432,23,SUMO2
433,23,PRAM1
434,23,SUMO3
435,23,ZNF131
436,23,RNF4
437,23,RNF111
438,23,PIAS2
439,23,SAFB
440,23,CASP8AP2
441,24,MAP4K5
442,24,TNFRSF1A
443,24,USP2
444,24,SPPL2A
445,24,MAP3K8
446,24,BIRC3
447,24,MAP4K3
448,24,USP4
449,24,OTULIN
450,24,BAG4
451,24,MAP4K2
452,24,MADD
453,24,CASP2
454,24,RNF31
455,24,PIDD1
456,24,TRADD
457,24,MAP4K4
458,24,RBCK1
459,24,MAP3K3
460,24,TAB3
461,24,SHARPIN
462,24,MAP3K1
463,24,TNF
464,24,NSMAF
465,24,SPATA2
466,24,NRK
467,24,CRADD
468,24,BIRC2
469,24,SPPL2B
470,25,INMT
471,25,AANAT
472,25,DDC
473,25,IDO1
474,25,IDO2
475,25,TDO2
476,26,ERCC1
477,26,RAD51AP1
478,26,MSH6
479,26,MND1
480,26,BRIP1
481,26,PALB2
482,26,NBN
483,26,ATM
484,26,ATMIN
485,26,RMI2
486,26,ERCC4
487,26,SWI5
488,26,MRE11A
489,26,RAD51C
490,26,DNA2
491,26,XRCC2
492,26,SFR1
493,26,RAD50
494,26,BRCA2
495,26,PSMC3IP
496,26,RAD51B
497,26,XRCC3
498,26,RAD51D
499,26,ENSG00000267618
500,27,COX15
501,27,COX6A1
502,27,SCO1
503,27,TACO1
504,27,COX10
505,27,SLC25A31
506,27,AIFM1
507,27,COX11
508,27,LRG1
509,27,AVEN
510,27,CYCS
511,27,COX8A
512,27,MT-CO1
513,27,MT-CO2
514,27,MT-CO3
515,27,SURF1
516,27,ENDOG
517,27,COX16
518,27,COX20
519,27,COX7B
520,27,COX18
521,27,SCO2
522,28,SCTR
523,28,GNB3
524,28,GNB4
525,28,F2RL3
526,28,GNG13
527,28,GNGT1
528,28,PTGER1
529,28,PF4
530,28,CCL11
531,28,GNB2
532,28,TUB
533,28,ADRA1B
534,28,P2RY2
535,28,GNG2
536,28,CXCR3
537,28,PAQR5
538,28,GRK4
539,28,CHRM4
540,28,GNGT2
541,28,FPR1
542,28,KCNJ6
543,28,GNB1
544,29,RALBP1
545,29,GPLD1
546,29,PLEKHA3
547,29,CLTA
548,29,COPB1
549,29,KDELR2
550,29,COPE
551,29,ARFGAP3
552,29,ARCN1
553,29,SCYL1
554,29,ASAP2
555,29,ARAP2
556,29,CLTB
557,29,ARHGAP1
558,29,C3orf58
559,29,COPG1
560,29,COPB2
561,29,KDELR1
562,29,HIP1
563,29,ARHGAP6
564,29,COPA
565,29,GBF1
566,29,ARHGAP4
567,29,ARAP1
568,29,CHN1
569,29,KDELR3
570,29,PLEKHA8
571,29,COPG2
572,29,TMED7
573,29,ASAP1
574,29,ARFGAP2
575,29,ARF1
576,29,COPZ1
577,29,COPZ2
578,30,PSD
579,30,ACAP1
580,30,SCAMP2
581,30,ARF6
582,30,ARFGAP1
583,30,BMP2K
584,30,ASAP3
585,30,UBQLN2
586,30,ITSN2
587,30,RAB4B
588,30,SGIP1
589,30,ITSN1
590,30,FBXO8
591,30,AAK1
592,30,NECAP2
593,30,REPS1
594,30,CYTH2
595,30,KIF13B
596,30,USP6
597,30,FCHO1
598,30,IQSEC1
599,30,RAB11FIP4
600,31,SLC7A9
601,31,SLC7A10
602,31,SLC7A5
603,31,SLC7A11
604,31,SLC7A8
605,31,SLC3A2
606,31,SLC7A7
607,31,SLC7A6
608,31,SLC1A7
609,32,PIGQ
610,32,PIGH
611,32,PIGL
612,32,MPDU1
613,32,PYURF
614,32,DPM2
615,32,PIGC
616,32,DPM3
617,32,DPM1
618,32,DOLPP1
619,32,DOLK
620,32,PIGA
621,32,PIGP
622,32,PIGY
623,33,LRRC7
624,33,CNIH3
625,33,GRIA4
626,33,GRIA2
627,33,CACNG2
628,33,CNIH2
629,33,GRIP1
630,33,GRIA1
631,33,SHISA9
632,33,GRIP2
633,33,GRIA3
634,34,GABARAPL2
635,34,GABRA4
636,34,GABARAPL1
637,34,MAP1LC3B
638,34,GABRA6
639,34,ATG10
640,34,ATG3
641,34,WDFY3
642,34,GABARAP
643,34,ATG4D
644,34,ATG4C
645,34,CD300C
646,34,GABRA5
647,34,MAP1LC3C
648,34,BNIP3
649,34,GABRA3
650,34,ATG4A
651,34,MAP1LC3A
652,34,FUNDC1
653,34,NSF
654,34,ATG4B
655,34,PLEKHM1
656,34,NBR1
657,34,GABRA2
658,34,BCL2L13
659,35,OTC
660,35,ARG2
661,35,ARG1
662,35,OAT
663,35,ACY1
664,36,RTN4R
665,36,NGFR
666,36,OMG
667,36,LINGO1
668,36,TNFRSF19
669,36,SORCS2
670,36,SALL2
671,37,TNFRSF17
672,37,NOD1
673,37,TICAM1
674,37,TNFRSF13B
675,37,PELI2
676,37,TLR3
677,37,PELI3
678,37,TNFSF13
679,37,PELI1
680,37,ZRANB1
681,37,TRAF3IP2
682,37,IRAK1
683,37,BEX1
684,37,TNFSF13B
685,37,IRAK4
686,37,ECD
687,37,TICAM2
688,37,TRAF6
689,37,TNFRSF11A
690,37,ZNF274
691,38,VAMP3
692,38,RABAC1
693,38,LNPEP
694,38,SNAP47
695,38,VAMP2
696,38,STX4
697,38,SLC2A4
698,38,DNAJC5
699,38,STXBP3
700,38,STXBP4
701,38,TBC1D4
702,38,STX2
703,38,MC1R
704,38,ASIP
705,39,RFC2
706,39,RPA3
707,39,FANCE
708,39,RPA1
709,39,HUS1
710,39,TOPBP1
711,39,CHTF18
712,39,FANCD2
713,39,FANCC
714,39,FANCI
715,39,RAD9A
716,39,CLSPN
717,39,PRIMPOL
718,39,DSCC1
719,39,ATRIP
720,39,FANCF
721,39,C17orf70
722,39,ATR
723,39,SMARCAL1
724,39,UBE2T
725,39,RPA2
726,39,FANCG
727,39,RFC3
728,39,HUS1B
729,39,RAD1
730,39,FANCA
731,39,ZBTB32
732,39,RFC4
733,39,RAD9B
734,39,FANCB
735,39,FANCL
736,39,CHEK1
737,39,RFC5
738,39,CHTF8
739,39,RAD17
740,40,PPP1R3F
741,40,PPP1R12C
742,40,PPP1R3A
743,40,LMTK2
744,40,PPP1R16B
745,40,CDCA2
746,40,PPP1CC
747,40,PPP1CB
748,40,PPP1R12A
749,40,PPP1R3E
750,41,ARHGEF5
751,41,TNS1
752,41,ARHGDIG
753,41,ARHGDIB
754,41,ARAP3
755,41,S1PR4
756,41,CYTH4
757,41,ARFGEF1
758,41,ARHGEF17
759,41,RHOB
760,41,ARHGAP26
761,41,GNA12
762,41,RHOC
763,41,PKN3
764,41,PPP1R14A
765,41,ABR
766,41,RHOD
767,41,ARHGAP32
768,41,DEF6
769,41,DIAPH2
770,41,FMNL3
771,41,ARHGAP10
772,41,ARHGEF1
773,41,TRIO
774,41,ARHGEF10
775,41,ARHGEF3
776,41,NET1
777,41,OPHN1
778,41,ARHGEF15
779,41,ARHGEF10L
780,41,PKN2
781,41,ARFGEF2
782,41,SHB
783,41,ARHGAP5
784,41,CIT
785,41,ARHGAP9
786,41,KTN1
787,41,PLEKHG6
788,41,ARHGEF12
789,41,RHOA
790,41,GNA13
791,41,MCF2L
792,41,ARHGEF28
793,41,FARP1
794,41,PPP1R12B
795,41,FAM65B
796,42,NFE2L3
797,42,BACH2
798,42,MAFK
799,42,MAFF
800,42,MAFG
801,42,NFE2L1
802,42,BACH1
803,43,TLL1
804,43,PYCRL
805,43,PCOLCE
806,43,COL21A1
807,43,COL8A1
808,43,P4HA1
809,43,PCOLCE2
810,43,COL14A1
811,43,PRODH2
812,43,COL22A1
813,43,BMP1
814,43,LEPREL1
815,43,COL26A1
816,43,CRTAP
817,43,COL12A1
818,43,COL9A3
819,43,PYCR2
820,43,POX2
821,43,COL9A1
822,43,TLL2
823,43,COL20A1
824,43,ALDH18A1
825,43,COL9A2
826,43,COL16A1
827,43,ALDH4A1
828,43,COL23A1
829,43,COL8A2
830,43,COL13A1
831,43,COL25A1
832,43,COL28A1
833,43,PYCR1
834,43,P4HA2
835,43,P4HA3
836,43,SERPINH1
837,43,MMP12
838,43,LEPREL2
839,43,COL19A1
840,43,PRODH
841,44,INPP4A
842,44,IMPAD1
843,44,IMPA2
844,44,ISYNA1
845,44,MTM1
846,44,INPP1
847,44,IMPA1
848,44,INPP4B
849,45,SLC2A3
850,45,OPRK1
851,45,GPRIN1
852,45,MOBP
853,45,CDKL5
854,45,MECP2
855,45,PDYN
856,46,GNA11
857,46,CHRM3
858,46,HTR2B
859,46,PLCB2
860,46,GNA15
861,46,HTR2C
862,46,GNAQ
863,46,F2RL1
864,46,P2RY1
865,46,ARR3
866,46,PLCB1
867,46,S1PR3
868,46,GNA14
869,46,ADRA1D
870,46,ADRA1A
871,46,HRH1
872,46,TBXA2R
873,46,PLCB3
874,46,S1PR2
875,46,FFAR2
876,47,CREB3L3
877,47,CREB3L2
878,47,MBTPS1
879,47,CREB3L4
880,47,MBTPS2
881,47,CREB3L1
882,48,HDAC7
883,48,CEBPE
884,48,MPG
885,48,USF2
886,48,RARA
887,48,CREBBP
888,48,EP300
889,48,PKNOX1
890,48,SRA1
891,48,HEY1
892,48,ZNF148
893,48,HOXB1
894,48,USF1
895,48,HEY2
896,48,NRIP1
897,48,CITED1
898,48,EID1
899,48,CITED2
900,48,NUTM1
901,48,GTF2I
902,49,APPBP2
903,49,PGR
904,49,ZMIZ1
905,49,MAGEA11
906,49,NR3C2
907,49,AR
908,49,RNF14
909,49,RAD54L2
910,49,USP26
911,49,ENSG00000137843
912,49,SNURF
913,49,CDK11B
914,50,CD22
915,50,THPO
916,50,IL5
917,50,NCK2
918,50,DOK1
919,50,GAB1
920,50,SHC2
921,50,GAREM
922,50,RASA1
923,50,IL3
924,50,CRK
925,50,SH2B1
926,50,IL3RA
927,50,SH2B3
928,50,CRKL
929,50,GAB2
930,50,THEMIS
931,50,VAV2
932,50,IRS4
933,50,RAPGEF1
934,50,MPL
935,50,FRS3
936,50,TEC
937,50,WIPF1
938,50,GRB2
939,50,CD72
940,50,CSF2RB
941,50,SOS1
942,50,KIF26A
943,50,CSF2RA
944,50,SHC1
945,50,GRB7
946,50,LAX1
947,50,NCK1
948,50,LAT2
949,50,DAPP1
950,50,FRS2
951,50,PEAK1
952,50,PRRT2
953,50,VAV1
954,50,BTK
955,51,KCNQ1
956,51,KCNJ2
957,51,KCNH2
958,51,KCNE4
959,51,KCNE2
960,51,KCNE3
961,51,KCNE1
962,51,KCNJ12
963,51,KCNE1B
964,52,OTUD5
965,52,DHX58
966,52,NLRC5
967,52,IFIH1
968,52,HERC5
969,52,TRIM25
970,52,RNF135
971,52,DDX58
972,52,ARIH1
973,52,RNF216
974,52,NLRX1
975,52,FLNB
976,53,CAMKK1
977,53,KCNQ4
978,53,KCNH1
979,53,CALM3
980,53,CAMKK2
981,53,CALM1
982,53,MARCKS
983,54,DERL2
984,54,OS9
985,54,SYVN1
986,54,SEL1L2
987,54,DERL3
988,55,NOX3
989,55,CYBA
990,55,NOX4
991,55,NCF1
992,55,NOXA1
993,55,NCF2
994,55,NOX1
995,55,CYBB
996,55,NOX5
997,55,NCF4
998,55,NOXO1
999,55,POLDIP2
1000,56,CTTNBP2
1001,56,PPP2R5B
1002,56,PPP2CB
1003,56,FGFR1OP2
1004,56,STRIP2
1005,56,PPP2R5A
1006,56,PPP2R3C
1007,56,STRN
1008,56,PPP2R3A
1009,56,CTTNBP2NL
1010,56,SLMAP
1011,56,PPP4R4
1012,56,PPP2R1B
1013,56,MOB4
1014,56,PPP2R1A
1015,56,PPP2R2A
1016,56,STK25
1017,56,PPP2R2C
1018,56,PPP2R5E
1019,56,PPP4R2
1020,56,STRN3
1021,56,TRAF3IP3
1022,56,PPP1R15B
1023,56,SHOC2
1024,56,SIKE1
1025,56,STRIP1
1026,56,STK24
1027,56,PPP2R3B
1028,56,STRN4
1029,56,PDCD10
1030,56,MST4
1031,56,PPP2R2B
1032,56,PPME1
1033,56,LCMT1
1034,56,PPP4R1
1035,56,CNEP1R1
1036,56,PPP2R5C
1037,56,PPP2CA
1038,56,CTDNEP1
1039,57,ACTL6B
1040,57,SMARCC1
1041,57,SMARCB1
1042,57,SMARCA2
1043,57,SMARCC2
1044,57,GLTSCR1L
1045,57,ARID1A
1046,57,SMARCE1
1047,57,SS18L1
1048,57,ARID2
1049,57,SSX2
1050,57,ZNF14
1051,57,PHF10
1052,57,BAZ1B
1053,57,ARID1B
1054,57,DPF1
1055,57,SSX1
1056,57,IFNB1
1057,57,BCL7C
1058,57,BRD7
1059,57,PBRM1
1060,57,SMARCD1
1061,57,ADNP
1062,57,GLTSCR1
1063,57,BRDT
1064,57,SMARCD2
1065,57,SMARCA4
1066,57,BCL7B
1067,57,SS18
1068,57,BRD9
1069,57,DPF2
1070,57,BCL7A
1071,57,DPF3
1072,58,KIF22
1073,58,TRIP13
1074,58,FBXO5
1075,58,FAM64A
1076,58,USP44
1077,58,CDC20
1078,58,MAD2L1BP
1079,59,CEACAM1
1080,59,CEACAM5
1081,59,HAVCR2
1082,59,LGALS9
1083,59,AFP
1084,60,GOLGA5
1085,60,RAB33A
1086,60,RAB33B
1087,60,CUX1
1088,60,TBC1D25
1089,60,GOLIM4
1090,61,PYGM
1091,61,PYGL
1092,61,PYGB
1093,61,AGL
1094,61,PGM2L1
1095,62,BCL3
1096,62,NFKBIA
1097,62,SETD6
1098,62,RELB
1099,62,NFKB1
1100,62,IER3
1101,62,NFKBIE
1102,62,NKIRAS2
1103,62,NFKBIB
1104,62,TNIP2
1105,62,NFKBIZ
1106,62,CUZD1
1107,62,NFKB2
1108,62,RELA
1109,62,NKIRAS1
1110,62,POU2F2
1111,63,EPHA8
1112,63,PIK3R2
1113,63,PIK3R3
1114,63,PIK3CA
1115,63,CBLB
1116,63,PIK3CB
1117,63,FES
1118,63,PIK3CG
1119,63,GSN
1120,63,PIK3CD
1121,63,PIK3R5
1122,63,PIK3R1
1123,63,AGAP2
1124,63,PIK3R6
1125,64,VASH1
1126,64,CHMP4B
1127,64,PLIN3
1128,64,CHMP5
1129,64,TTL
1130,64,VPS4B
1131,64,VPS25
1132,64,VPS4A
1133,64,CHMP2B
1134,64,STAM2
1135,64,VPS37B
1136,64,PLIN2
1137,64,MITD1
1138,64,LEMD2
1139,64,CHMP4C
1140,64,UBAP1
1141,64,VPS37C
1142,64,CC2D1A
1143,64,CHMP6
1144,64,VPS37A
1145,64,CETN1
1146,64,VPS37D
1147,64,CHMP4A
1148,64,MVB12A
1149,64,HGS
1150,64,BROX
1151,64,ZFYVE19
1152,64,MVB12B
1153,64,VTA1
1154,64,CC2D1B
1155,64,VPS28
1156,64,STAM
1157,64,VPS36
1158,64,STAMBP
1159,64,ARL13B
1160,64,CHMP7
1161,64,CHMP1A
1162,64,RNASE1
1163,64,CHMP3
1164,64,PDCD6IP
1165,64,SNF8
1166,64,VASH2
1167,64,CHMP1B
1168,64,IST1
1169,64,CHMP2A
1170,64,ENSG00000249884
1171,65,TIMM21
1172,65,TIMM10B
1173,65,TIMM10
1174,65,GRPEL1
1175,65,C19orf52
1176,65,PAM16
1177,65,TIMM17A
1178,65,ROMO1
1179,65,TIMM23B
1180,65,DNAJC15
1181,65,SLC25A6
1182,65,TIMM9
1183,65,TIMM17B
1184,65,TIMM50
1185,65,TIMM23
1186,65,TAZ
1187,66,NTN1
1188,66,MCAM
1189,66,DRAXIN
1190,66,PITPNA
1191,66,UNC5B
1192,66,DAPK1
1193,66,DCC
1194,67,ASNS
1195,67,MIF
1196,67,GOT2
1197,67,CDO1
1198,67,AGA
1199,67,FABP2
1200,67,GOT1L1
1201,67,GPT2
1202,67,TAT
1203,67,GOT1
1204,67,IRG1
1205,67,NIT2
1206,67,GPT
1207,67,ASRGL1
1208,67,ASPG
1209,67,IL4I1
1210,68,PTPN18
1211,68,IFNA7
1212,68,PTPN12
1213,68,IL37
1214,68,PTPN4
1215,68,PTPN23
1216,68,FER
1217,68,PDPN
1218,68,CLEC1B
1219,68,PTPN7
1220,68,PTPN2
1221,68,PDCD1
1222,68,PTPN11
1223,68,PTPN5
1224,68,MPZL1
1225,68,PTPN22
1226,68,PTPN14
1227,68,PTPN1
1228,68,PTPN20A
1229,68,C6orf25
1230,68,IFNA8
1231,68,IFNA2
1232,68,IFNA6
1233,68,IFNA16
1234,68,IFNA10
1235,68,IFNA14
1236,68,IFNA21
1237,68,SEC14L1
1238,68,PDCD1LG2
1239,68,GAB4
1240,68,PTPN6
1241,68,GAB3
1242,68,PTPRJ
1243,68,IFNA17
1244,68,IL5RA
1245,68,IFNA4
1246,68,PSTPIP1
1247,68,PTPN9
1248,69,SCT
1249,69,PTGER2
1250,69,ADCY9
1251,69,DRD5
1252,69,GNAL
1253,69,ADORA2A
1254,69,HTR7
1255,69,ADRB3
1256,69,PTGER3
1257,69,GNAS
1258,69,HRH2
1259,69,RIC8B
1260,69,GCGR
1261,69,ADCYAP1R1
1262,70,TBX21
1263,70,GZMB
1264,70,SRGN
1265,70,CMA1
1266,70,GNLY
1267,70,SERPINB9
1268,70,PRF1
1269,71,MAP2K5
1270,71,EHD4
1271,71,PRDM4
1272,71,KIDINS220
1273,71,RIT2
1274,71,FAIM
1275,71,MAGEH1
1276,71,NTRK3
1277,71,RIT1
1278,71,NGF
1279,71,NGFRAP1
1280,71,MATK
1281,71,NTF3
1282,71,BDNF
1283,71,NTRK1
1284,71,NTF4
1285,72,C12orf5
1286,72,GNPNAT1
1287,72,PFKFB4
1288,72,GFPT2
1289,72,KHK
1290,72,TREH
1291,72,HK2
1292,72,HK3
1293,72,GNPDA2
1294,72,MPI
1295,72,HKDC1
1296,72,GFPT1
1297,72,PFKFB2
1298,72,PFKFB1
1299,72,AMDHD2
1300,72,HK1
1301,72,GNPDA1
1302,72,PFKFB3
1303,72,ENSG00000259784
1304,73,FGF20
1305,73,MICU3
1306,73,SMDT1
1307,73,MICU1
1308,73,MCU
1309,73,MCUR1
1310,73,MICU2
1311,73,CCDC109B
1312,74,MTMR7
1313,74,MIOX
1314,74,CDIPT
1315,74,MTMR9
1316,74,FIG4
1317,74,VAC14
1318,74,PIKFYVE
1319,74,MTMR14
1320,74,MTMR4
1321,74,MTMR1
1322,74,MTMR8
1323,74,MTMR6
1324,74,MTMR3
1325,75,CPB2
1326,75,PROC
1327,75,F13A1
1328,75,F2
1329,75,F2R
1330,75,SERPINA5
1331,75,F13B
1332,75,F5
1333,75,THBD
1334,75,F11
1335,76,ACTR6
1336,76,MGA
1337,76,INO80B
1338,76,ACTR5
1339,76,YEATS4
1340,76,BRD8
1341,76,EPC2
1342,76,SRCAP
1343,76,EPC1
1344,76,PIH1D2
1345,76,CFDP1
1346,76,DIP2B
1347,76,PELP1
1348,76,ZNHIT1
1349,76,MSL2
1350,76,MSL3
1351,76,SENP3
1352,76,SHQ1
1353,76,RUVBL1
1354,76,ING3
1355,76,ACTR8
1356,76,VPS72
1357,76,MCRS1
1358,76,TRRAP
1359,76,INO80
1360,76,DPCD
1361,76,MRGBP
1362,76,DMAP1
1363,76,LAS1L
1364,76,TEX10
1365,76,NOL9
1366,76,E2F6
1367,76,EP400
1368,76,TFPT
1369,76,CHD8
1370,76,INO80D
1371,76,INO80C
1372,76,ACTL6A
1373,76,KAT8
