,ID,Items
366,17,STOX1
367,17,TBL2
368,18,OSBPL7
369,18,WDR44
370,18,OSBPL11
371,18,OSBPL3
372,18,OSBPL2
373,18,PITPNM2
374,18,OSBP2
375,18,SERINC1
376,18,VAPA
377,18,MOSPD2
378,18,OSBPL6
379,18,OSBPL10
380,18,ACBD4
381,18,OSBPL9
382,18,VAPB
383,19,YBX2
384,19,LHX8
385,19,GBX1
386,19,FIGLA
387,19,SOHLH2
388,19,SOHLH1
389,19,NOBOX
390,20,TFAP2D
391,20,PMFBP1
392,20,SPATA4
393,20,ELMOD2
394,20,SPATA17
395,20,FANK1
396,21,CRY1
397,21,DBP
398,21,BHLHE41
399,21,NR1D1
400,21,PER2
401,21,BHLHE40
402,21,RORA
403,21,TEF
404,21,ARNTL2
405,21,NFIL3
406,21,TCP11L2
407,21,CLOCK
408,21,NR1D2
409,21,PER1
410,21,CSNK1D
411,21,RORC
412,21,NPAS2
413,21,DEC1
414,21,RORB
415,21,CSNK1E
416,21,ARNTL
417,21,CRY2
418,21,PER3
419,22,PGLYRP1
420,22,CLEC4A
421,22,TREM1
422,22,HCST
423,22,LILRA1
424,22,TYROBP
425,22,IGSF6
426,22,STAC
427,22,CSF1R
428,22,KIR3DL3
429,22,MS4A7
430,22,SIRPG
431,22,KLRC4
432,22,LILRB1
433,22,SIGLEC7
434,22,KIR3DL2
435,22,CD300C
436,22,KIR2DL1
437,22,KIR2DL4
438,22,SIGLEC1
439,22,KIR2DL3
440,22,TREML4
441,22,C1orf162
442,22,SIGLEC14
443,22,MNDA
444,22,TREM2
445,22,LY86
446,22,SIRPB1
447,22,KLRC2
448,22,KLRD1
449,22,SIGLEC15
450,22,KIR3DL1
451,22,LILRB4
452,22,CD300E
453,22,CD300LB
454,22,MS4A6A
455,22,TREML1
456,22,TREML2
457,22,ENSG00000255641
458,22,KLRC1
459,22,CLEC5A
460,22,CD300LF
461,23,CD74
462,23,CTSH
463,23,CTSC
464,23,HLA-DOA
465,23,CTSF
466,23,HLA-DQA1
467,23,CTSL
468,23,CTSE
469,23,HLA-DRB1
470,23,CTSS
471,23,CTSA
472,23,HLA-DMA
473,23,HLA-DQA2
474,23,HLA-DQB1
475,23,HLA-DRB5
476,23,HLA-DRA
477,23,DDT
478,23,HLA-DOB
479,23,HLA-DQB2
480,23,HLA-DPA1
481,23,HLA-DMB
482,23,HLA-DPB1
483,23,ENSG00000248993
484,23,CTSO
485,23,MARCH1
486,23,CTSV
487,24,CPA1
488,24,CPA2
489,24,CLPS
490,24,CELA3A
491,24,CTRB2
492,24,SYCN
493,24,CELA3B
494,24,CELA2A
495,24,CTRB1
496,24,PNLIP
497,24,PNLIPRP3
498,24,CEL
499,24,CELA2B
500,24,CTRC
501,24,CPB1
502,24,PNLIPRP1
503,24,CTRL
504,25,RANBP9
505,25,GID8
506,25,GID4
507,25,RMND5A
508,25,SPRYD3
509,25,MAEA
510,25,RANBP10
511,25,MKLN1
512,25,ZNF395
513,25,YPEL5
514,25,TSGA13
515,25,WDR26
516,25,ARMC8
517,25,RMND5B
518,26,TSPAN9
519,26,TSPAN32
520,26,PRRT1
521,26,ZNF215
522,26,CD37
523,26,C11orf21
524,26,ZFP57
525,26,TSPAN19
526,27,UBR7
527,27,UBR1
528,27,UBR2
529,27,UBR4
530,27,HECTD1
531,27,UBR3
532,28,INMT
533,28,AOC2
534,28,AOC3
535,28,MAOA
536,28,MAOB
537,28,ASMT
538,28,DDC
539,28,AOC1
540,28,IDO1
541,28,IDO2
542,29,COX15
543,29,COX10
544,29,AVEN
545,29,CYCS
546,29,BOK
547,29,UACA
548,29,SURF1
549,29,COX16
550,29,CDRT1
551,29,COX18
552,29,APAF1
553,29,HSPE1-MOB4
554,30,MS4A12
555,30,MS4A5
556,30,MS4A8
557,30,MS4A4A
558,30,MS4A15
559,30,TMEM176B
560,30,TMEM176A
561,31,RGPD5
562,31,NUTF2
563,31,CREM
564,31,DDX19B
565,31,RGPD8
566,31,MLLT10
567,31,FHL5
568,31,RGPD6
569,31,KPNA1
570,31,KPNA5
571,31,RCC1
572,31,XPO1
573,31,RGPD3
574,31,GPATCH11
575,31,RBM14-RBM4
576,32,XYLT2
577,32,XYLT1
578,32,UXS1
579,32,NOMO3
580,32,NOMO2
581,33,RALBP1
582,33,PSD4
583,33,SCAMP2
584,33,ASAP2
585,33,CYTH3
586,33,ARF6
587,33,PSD3
588,33,ASAP3
589,33,NRD1
590,33,RAB4B
591,33,FRMD4A
592,33,CYTH1
593,33,IPCEF1
594,33,RAB34
595,33,KIF13B
596,33,ASAP1
597,33,ADAP1
598,34,PSD
599,34,KCNK6
600,34,POPDC2
601,34,KCNK13
602,34,KCNK3
603,34,KCNK10
604,34,KCNK12
605,34,KCNK18
606,34,KCNK7
607,34,KCNK5
608,34,KCNK1
609,34,KCNK15
610,34,KCNK17
611,34,KCNK16
612,34,KCNK2
613,34,KCNK9
614,34,KCNK4
615,35,RB1CC1
616,35,RAB26
617,35,TMEM59
618,35,ATG14
619,35,VAC14
620,35,PIK3C3
621,35,WIPI1
622,35,GLIPR1
623,35,NRBF2
624,35,ATG10
625,35,ATG3
626,35,WIPI2
627,35,GBP7
628,35,WDFY3
629,35,KIAA0226
630,35,MAP1A
631,35,ATG4D
632,35,ATG4C
633,35,ULK1
634,35,ATG16L2
635,35,ATG101
636,35,ATG7
637,35,UVRAG
638,35,PIK3R4
639,35,TFEB
640,35,ATG2B
641,35,BECN1
642,35,ATG5
643,35,ATG4A
644,35,ATG2A
645,35,GLIPR2
646,35,ATG16L1
647,35,RAB37
648,35,ULK2
649,35,ATG4B
650,35,ATG9A
651,35,ULK3
652,35,TECPR1
653,35,ATG12
654,35,AMBRA1
655,35,ATG13
656,35,ZFYVE1
657,36,PIGQ
658,36,PIGB
659,36,PIGH
660,36,PIGU
661,36,PIGL
662,36,MPDU1
663,36,PGAP2
664,36,PIGT
665,36,PIGF
666,36,PGAP3
667,36,PIGS
668,36,AIM1L
669,36,ARV1
670,36,PGAP1
671,36,GPAA1
672,36,PIGN
673,36,PIGC
674,36,PIGM
675,36,PIGK
676,36,PIGV
677,36,PIGO
678,36,PIGA
679,36,PIGZ
680,36,PIGG
681,36,PIGP
682,36,PIGY
683,36,MPPE1
684,36,PIGW
685,37,B4GALT7
686,37,CHPF2
687,37,DCN
688,37,CHPF
689,37,NCAN
690,37,CHSY1
691,37,VCAN
692,37,B3GAT3
693,37,CHST7
694,37,CHSY3
695,37,CHST11
696,37,CHST14
697,37,CSPG4
698,37,CHST13
699,37,BGN
700,37,BCAN
701,37,DSE
702,37,UST
703,37,CHST3
704,37,CSGALNACT2
705,37,B3GALT6
706,37,CSPG5
707,37,CHST15
708,37,CSGALNACT1
709,37,CHST12
710,38,LRRC7
711,38,GPBP1L1
712,38,MAST2
713,38,TMEM69
714,38,CCDC17
715,39,GABARAPL2
716,39,VMP1
717,39,GABARAPL1
718,39,MAP1LC3B
719,39,GABARAP
720,39,MAP1LC3C
721,39,BNIP3
722,39,TP53INP2
723,39,MAP1LC3A
724,39,FUNDC1
725,39,OPTN
726,39,BNIP3L
727,39,NBR1
728,39,MAP1LC3B2
729,39,BCL2L13
730,40,OTC
731,40,ARG2
732,40,NAGS
733,40,AZIN2
734,40,ASL
735,40,ASS1
736,40,ZNF169
737,40,NMRAL1
738,41,MRI1
739,41,ENOPH1
740,41,ADI1
741,41,MTAP
742,41,APIP
743,42,BOD1L1
744,42,THAP3
745,42,THAP7
746,42,PRKRIR
747,42,FAM175B
748,42,THAP11
749,42,THAP2
750,42,THAP5
751,43,RTN4R
752,43,LILRB3
753,43,EVI2A
754,43,OMG
755,43,BACE2
756,43,EVI2B
757,43,RTN4RL2
758,43,RTN4
759,43,LINGO1
760,43,RTN3
761,43,TNFRSF19
762,44,TNFRSF17
763,44,IGJ
764,44,MZB1
765,44,FCAMR
766,44,POU2AF1
767,45,UTS2
768,45,SECTM1
769,45,UTS2R
770,45,TEX19
771,45,UTS2B
772,45,CASKIN1
773,45,GPR153
774,45,SNX21
775,46,RCN1
776,46,SNX19
777,46,IMMP1L
778,46,PIGX
779,46,MPPED2
780,46,DCDC1
781,47,PPP1R3F
782,47,PPP1R15A
783,47,CSRNP2
784,47,PPP1R7
785,47,STBD1
786,47,PPP1R3C
787,47,PPP1R1A
788,47,GYS2
789,47,PPP1R12C
790,47,NKD1
791,47,PPP1R18
792,47,PPP1R3A
793,47,WDR92
794,47,WDR82
795,47,PPP1R16B
796,47,PPP1R3B
797,47,PPP1R8
798,47,GYS1
799,47,PPP1CA
800,47,UXT
801,47,PPP1CC
802,47,PPP1R15B
803,47,SHOC2
804,47,CUEDC2
805,47,PPP1R3D
806,47,PHACTR4
807,47,PPP1R10
808,47,PPP1R11
809,47,URI1
810,47,PPP1CB
811,47,PPP4R1
812,47,PPP1R12A
813,47,PPP1R3G
814,47,CNEP1R1
815,47,PPP1R3E
816,47,SAMD14
817,47,CTDNEP1
818,47,TOX4
819,47,PLCL2
820,47,PPP1R9B
821,47,PPP1R2
822,48,KIAA2022
823,48,ARHGEF9
824,48,TCP10L2
825,48,SPIN3
826,48,GRIPAP1
827,48,P2RY8
828,49,ARHGEF5
829,49,TNS1
830,49,TAX1BP3
831,49,ARAP3
832,49,CYTH4
833,49,ARFGEF1
834,49,CGN
835,49,RHOB
836,49,RTKN
837,49,RHOC
838,49,TIAM1
839,49,PKN3
840,49,PPP1R14A
841,49,RND1
842,49,RHOD
843,49,ROCK2
844,49,DEF6
845,49,S1PR5
846,49,ARHGEF25
847,49,ARHGEF1
848,49,ARHGEF10
849,49,PKN1
850,49,NET1
851,49,ARHGEF18
852,49,ARHGEF10L
853,49,ARHGEF11
854,49,PKN2
855,49,EPB41L4B
856,49,RND3
857,49,ARHGAP5
858,49,CIT
859,49,ARHGAP9
860,49,ARHGEF12
861,49,DAAM2
862,49,ROCK1
863,49,ARHGAP35
864,49,RHOA
865,49,MCF2
866,49,ARHGEF28
867,49,ENSG00000268861
868,49,PPP1R12B
869,50,NFE2L3
870,50,BACH2
871,50,MAF
872,50,UBALD2
873,50,MAFK
874,50,MAFF
875,50,MAFG
876,50,BACH1
877,51,NNAT
878,51,MEST
879,51,NAP1L5
880,51,PEG3
881,51,PLAGL1
882,51,DIRAS3
883,51,ZRSR1
884,51,FAM127C
885,51,BLCAP
886,51,PPP1R9A
887,51,PEG10
888,52,CLDN11
889,52,YBX3
890,52,CLDN16
891,52,MYZAP
892,52,MFHAS1
893,52,ESAM
894,52,CGNL1
895,52,TJP1
896,52,CLDN17
897,52,CLDN12
898,52,CLDN1
899,52,CLDN19
900,52,CLDN10
901,52,CLDN22
902,52,OCLN
903,52,CLDN7
904,52,CNST
905,52,CLDN20
906,52,F11R
907,52,IGSF5
908,52,CLDN3
909,52,CLDN6
910,52,CLDN14
911,52,CLDN8
912,52,CLDN15
913,52,CLDN5
914,52,CLDN25
915,52,CLDN9
916,52,CLDN34
917,52,CLDN4
918,52,CLDN23
919,52,TJP2
920,52,CLDN2
921,52,TJP3
922,53,FAM168A
923,53,TMEM161A
924,53,CEBPG
925,53,KIAA0195
926,53,CASKIN2
927,53,SLC25A42
928,53,LRRC25
929,53,MEDAG
930,54,RELT
931,54,XYLB
932,54,WNK4
933,54,SLC12A7
934,54,PSKH1
935,54,RELL2
936,54,WNK2
937,54,OXSR1
938,54,WNK1
939,54,SLC12A6
940,54,WNK3
941,54,STK39
942,54,SLC12A4
943,54,SLC25A30
944,55,YIPF1
945,55,YIPF4
946,55,YIPF2
947,55,ZNF335
948,55,YIPF7
949,55,ESPNL
950,55,YIF1B
951,55,DUSP27
952,55,YIPF3
953,55,YIF1A
954,55,YIPF6
955,56,ADCK2
956,56,ADCK1
957,56,COQ3
958,56,COQ9
959,56,COQ10B
960,56,COQ5
961,56,COQ4
962,56,COQ2
963,56,COQ10A
964,56,ADCK4
965,56,COQ7
966,56,COQ6
967,56,ADCK3
968,56,PDSS2
969,56,PDSS1
970,56,HIGD1C
971,56,SALL3
972,57,INPP4A
973,57,CDIPT
974,57,IMPAD1
975,57,IMPA2
976,57,MTMR14
977,57,SPEG
978,57,MTM1
979,57,INPP1
980,57,IMPA1
981,57,INPP4B
982,58,SLC2A3
983,58,EPAS1
984,58,EGLN1
985,58,SLC16A4
986,58,HIF3A
987,58,SLC2A1
988,58,HIF1A
989,58,SLC2A14
990,58,VHLL
991,59,GNA11
992,59,RGS2
993,59,S1PR4
994,59,F2RL3
995,59,TRIM47
996,59,CHRM3
997,59,GNAO1
998,59,GNA15
999,59,GNA12
1000,59,HTR2C
1001,59,ADRA2A
1002,59,CYSLTR2
1003,59,GNAQ
1004,59,PTGER1
1005,59,F2RL1
1006,59,RGS20
1007,59,AVPR1A
1008,59,S1PR1
1009,59,TUB
1010,59,CHRM1
1011,59,ADRA1B
1012,59,EDNRA
1013,59,F2R
1014,59,LPAR5
1015,59,ADORA2A
1016,59,AMZ2
1017,59,TGM2
1018,59,ADORA1
1019,59,GNG12
1020,59,AGTR2
1021,59,S1PR3
1022,59,GNA14
1023,59,EDNRB
1024,59,LPAR6
1025,59,EDN1
1026,59,ADRA1A
1027,59,CHRM5
1028,59,LTB4R
1029,59,ABCC1
1030,59,TBXA2R
1031,59,CHRM2
1032,59,GNA13
1033,59,AGTR1
1034,59,TRHR
1035,59,LTB4R2
1036,59,S1PR2
1037,59,FPR1
1038,59,ADRA2B
1039,59,CCL23
1040,60,CREB3L3
1041,60,CREB3L2
1042,60,CREB3
1043,60,MBTPS1
1044,60,CREB3L4
1045,60,MBTPS2
1046,60,CREBZF
1047,60,CREB3L1
1048,61,APPBP2
1049,61,APLP1
1050,61,APLP2
1051,61,APP
1052,61,KLHDC2
1053,61,LRP8
1054,61,TSPAN5
1055,61,ERICH3
1056,61,APBB3
1057,61,DAB1
1058,61,TSPAN15
1059,61,CLSTN1
1060,61,ITM2B
1061,61,CNTN4
1062,61,TSPAN14
1063,61,CNTN6
1064,61,APBB2
1065,61,APBA2
1066,62,ISOC2
1067,62,ACR
1068,62,ACRBP
1069,62,PKDREJ
1070,62,IZUMO2
1071,62,IZUMO1
1072,62,OAF
1073,62,FOLR4
1074,62,CRISP2
1075,62,ADAM32
1076,62,IZUMO4
1077,62,IZUMO3
1078,63,CD22
1079,63,FFAR1
1080,63,GALR3
1081,63,GAL
1082,63,GALR1
1083,63,GALR2
1084,63,ZACN
1085,63,GALP
1086,63,GCAT
1087,63,GPR42
1088,64,KCNQ1
1089,64,KCNJ13
1090,64,KCNJ2
1091,64,KCNE4
1092,64,KCNE2
1093,64,KCNJ4
1094,64,KCNE3
1095,64,KCNE1
1096,64,KCNE1L
1097,64,KCNJ14
1098,64,KCNJ18
1099,64,KCNJ12
1100,65,TRPM5
1101,65,PKD1L1
1102,65,PKD2L2
1103,65,PKD2L1
1104,65,CALHM1
1105,65,PKD1L3
1106,65,PKD1L2
1107,66,CAMKK1
1108,66,CAMK1
1109,66,CALM2
1110,66,CAMK4
1111,66,CALM3
1112,66,CALML6
1113,66,CAMKK2
1114,66,PHKB
1115,66,CALML3
1116,66,CALM1
1117,66,PHKA1
1118,66,PHKA2
1119,66,CALML5
1120,66,CEMIP
1121,66,FGF12
1122,66,CALML4
1123,66,PHKG1
1124,66,PHKG2
1125,66,SCARF2
1126,67,ACAP1
1127,67,VRTN
1128,67,RBMS2
1129,67,ANKRD10
1130,67,NYAP2
1131,67,RNF214
1132,67,SPRYD4
1133,67,FBXO24
1134,67,ANKRD46
1135,67,SPPL2B
1136,68,DERL2
1137,68,ERLEC1
1138,68,RNF125
1139,68,ZFAND1
1140,68,DERL1
1141,68,FAM8A1
1142,68,ZFAND6
1143,68,FAF2
1144,68,UFD1L
1145,68,UBXN4
1146,68,MARCH6
1147,68,AMFR
1148,68,UBXN1
1149,68,UBXN7
1150,68,UBXN6
1151,68,RNF139
1152,68,ASPSCR1
1153,68,VCPIP1
1154,68,UBXN2A
1155,68,TFE3
1156,68,OS9
1157,68,NPLOC4
1158,68,SEL1L
1159,68,SVIP
1160,68,VCP
1161,68,UBQLN4
1162,68,UBXN11
1163,68,RNF5
1164,68,SYVN1
1165,68,AUP1
1166,68,SEL1L2
1167,68,TMEM129
1168,68,HERPUD2
1169,68,FAF1
1170,68,PLAA
1171,68,UBXN2B
1172,68,DERL3
1173,68,UBE4A
1174,68,NSFL1C
1175,68,RNF19A
1176,68,UBXN8
1177,69,NOX3
1178,69,CEACAM1
1179,69,CYBA
1180,69,NOX4
1181,69,DUOXA1
1182,69,ZNF19
1183,69,NCF1
1184,69,ZNF3
1185,69,DUOX1
1186,69,DUOXA2
1187,69,ZKSCAN1
1188,69,NOXA1
1189,69,NCF2
1190,69,NOX1
1191,69,CYBB
1192,69,NOX5
1193,69,ZNF359
1194,69,NCF4
1195,69,NOXO1
1196,69,ENSG00000167377
1197,69,DUOX2
1198,69,POLDIP2
1199,70,ICAM3
1200,70,BTN2A1
1201,70,CD209
1202,70,CLEC4M
1203,70,PLK3
1204,70,LSP1
1205,71,ACTL6B
1206,71,TSHZ3
1207,71,SMARCC1
1208,71,SMARCB1
1209,71,SMARCA2
1210,71,SMARCC2
1211,71,GLTSCR1L
1212,71,ARID1A
1213,71,SMARCE1
1214,71,SS18L1
1215,71,ARID2
1216,71,ZNF14
1217,71,PHF10
1218,71,ARID1B
1219,71,DPF1
1220,71,BCL7C
1221,71,BRD7
1222,71,PBRM1
1223,71,SMARCD1
1224,71,GLTSCR1
1225,71,SMARCD2
1226,71,SMARCA4
1227,71,BCL7B
1228,71,SS18
1229,71,BRD9
1230,71,DPF2
1231,71,BCL7A
1232,71,DPF3
1233,72,YTHDC2
1234,72,ZC3H13
1235,72,KIAA1429
1236,72,METTL3
1237,72,YTHDC1
1238,72,WTAP
1239,72,RBM15
1240,72,YTHDF1
1241,72,YTHDF2
1242,72,METTL14
1243,72,ALKBH5
1244,72,C17orf104
1245,72,CBLL1
1246,72,RBM15B
1247,72,METTL4
1248,72,YTHDF3
1249,73,GOLGA5
1250,73,GOLGA3
1251,73,SYS1
1252,73,COG3
1253,73,ARL1
1254,73,RAB36
1255,73,TMEM115
1256,73,TRIP11
1257,73,VPS54
1258,73,RAB41
1259,73,VPS51
1260,73,COG5
1261,73,COG1
1262,73,COG7
1263,73,COG8
1264,73,GCC2
1265,73,COG4
1266,73,GCC1
1267,73,RAB43
1268,73,GOLGA4
1269,73,COG2
1270,73,GOLGA1
1271,73,GOLGB1
1272,73,TGOLN2
1273,73,COG6
1274,73,VPS53
1275,73,VPS52
1276,73,RIC1
1277,73,RAB30
1278,73,ENSG00000260371
1279,73,ENSG00000272617
1280,73,ARFRP1
1281,74,PYGM
1282,74,PYGL
1283,74,PYGB
1284,74,SI
1285,74,AGL
1286,74,GAA
1287,74,AMY1B
1288,74,GYG1
1289,74,AMY2B
1290,74,AMY1A
1291,74,GYG2
1292,74,GBE1
1293,74,MGAM
1294,74,LOC93432
1295,74,AMY2A
1296,75,BCL3
1297,75,NFKBIA
1298,75,RELB
1299,75,NFKB1
1300,75,NFKBIE
1301,75,REL
1302,75,USP48
1303,75,AKIP1
1304,75,NFKBIB
1305,75,NFKB2
1306,75,NFKBID
1307,75,RELA
1308,75,NKIRAS1
1309,76,PRLH
1310,76,NPVF
1311,76,PRLHR
1312,76,MAS1
1313,76,NPFF
1314,76,NPFFR1
1315,76,MRGPRX1
1316,76,NPFFR2
1317,76,MRGPRF
1318,76,MRGPRD
1319,76,MRGPRX4
1320,76,MRGPRG
1321,76,MRGPRX2
1322,76,KISS1
1323,76,MAS1L
1324,76,GPR149
1325,76,QRFPR
1326,76,MRGPRX3
1327,76,QRFP
1328,77,FSTL3
1329,77,GDF11
1330,77,MSTN
1331,77,LTBP2
1332,77,WFIKKN1
1333,77,NTSR1
1334,78,VASH1
1335,78,TUBB1
1336,78,TBCB
1337,78,TTL
1338,78,TUBA4A
1339,78,TUBB2B
1340,78,TUBB4A
1341,78,LEMD2
1342,78,TUBA1A
1343,78,TUBA1C
1344,78,TBCA
1345,78,TUBB8B
1346,78,TUBA3E
1347,78,TUBB6
1348,78,TUBB3
1349,78,TUBA3D
1350,78,TUBA8
1351,78,TUBA1B
1352,78,TUBB
1353,78,TUBB4B
1354,78,STMN4
1355,78,ARHGEF2
1356,78,CC2D1B
1357,78,CCDC23
1358,78,TBCC
1359,78,TUBB2A
1360,78,TUBAL3
